product_name,description,url,category,source
DandyDialer,"DandyDialer is a cloud-based hosted power-dialer with modern, mobile-friendly user interface. With DandyDialer, you don't need to install any software anywhere. All you need is an account with a SIP / VoIP trunk provider and we take care of the rest.",https://www.dandydialer.com/,Demand Generation Software,bd
Dahmakan,"Home-cooked food, without the cooking",https://dahmakan.com/,On-Demand Delivery Software,bd
Darktrace/Network,"Antigena Network is the world’s first Autonomous Response solution for the enterprise. Powered by self-learning AI, it is the only solution that can interrupt attacks at machine speed and with surgical precision, even if the threat is targeted or entirely unknown. By taking swift and targeted action, Antigena Network stops emerging threats that other tools miss. The technology provides 24/7 coverage of your entire workforce, when security teams are overwhelmed or simply aren’t around. It takes an average of 2 seconds for Antigena to stop an emerging cyber-threat.",https://www.darktrace.com/,System Security Software,bd
Cyber Rain,"Cyber Rain Professional provides irrigation solutions for builders and developers, architects and specifiers, property managers, landscape professionals and homeowner associations.",https://www.galconc.com/,Agriculture Software,bd
daftra,"Manage your business, from sales and invoicing, your books, your clientele and workforce to your inventory and operations. With powerful, fully integrated business management modules implemented to meet your business needs anywhere, anytime, seamlessly track in real-time, control and grow your business while our software supplements your work.",https://www.daftra.com/en/,ERP Systems,bd
Dancrai Pty,Provides high quality end-to-end agile SD-WAN services that empower organisations with greater ﬂexibility and centralised control.,https://www.dancrai.com.au/,SD-WAN Solutions,bd
Dark Pools,"Dark Pool's leadership and expertise in automated machine learning is helping industries and markets around the world effectively meet industry requirements while simultaneously delivering high value smart solutions that increase revenue, optimise operations, mitigate risk and personalise customer experiences and a variety of customisable anomaly detection. Dark Pools orchestration enables intelligence driven automation, acceleration and transparency through every step of the data science lifecycle. It also provides companies with a completely flexible architecture specifically design around your Industry Business Ontology (IBO) through an extensible platform that scales to meet the complexity of service use cases.",https://www.darkpools.ai/,MLOps Platforms,bd
Cx360,"Core Solutions' Integrated Behavioral Health EHR Platform, Cx360, enables the transformation of the behavioral health software experience by improving the provider to client relationship. The system's behavioral health capabilities help strengthen the trust between a provider and client by: simplifying the end-to-end behavioral health experience, delivering integrated care coordination, improving client engagement and centralizing accurate provider reimbursement.",https://coresolutionsinc.com/,Health Care Software,bd
CxLink Suite,"CxLink Suite is a SAP-Certified ABAP Add-on that enhances SAP functionality to leverage multi cloud services delivering an embedded cloud native experience for your SAP applications on use cases for Document Management, SAP Data Archiving and SAP data ingestion into Data Lakes.",https://www.syntax.com/,Tools for ERP Software,bd
CWG,"CWG is a leading international platform for blockchain digital assets, providing a wide range of digital asset transactions, blockchain technology education, blockchain project incubation, blockchain asset issuance platforms, blockchain technology research institutes and districts to the world. Blockchain project charity and other services. CWG serves users in more than 180 countries and regions around the world with a core memory matching engine technology of 1.4 million units per second. It is the world's fastest and largest trading platform for digital currency transactions. CWG always insists on putting the interests of users first, and is committed to providing a safe, fair, open and efficient blockchain digital asset trading environment.",https://news.err1t0s.cn/,Blockchain Software,bd
CustomerVue,"Backed by BP/Castrol, Autino delivers a variety of innovative SaaS based solutions which are digitally transforming the automotive mark",https://www.carvue.com/,Automotive Software,bd
DAS,"Businesses of all sizes use DAS to unlock the potential of location intelligence, embed quality ESG data into decision-making, manage risk, and grow their customers. Our clients are financial institutions and agri companies, including banks, insurers, government, statutory bodies and digital-focused leaders who love land.",https://digitalagricultureservices.com/,Agriculture Software,bd
